Timestamp,Machine ID,Machine Type,Operator ID,Engine Hours,Fuel Used (L),Load Cycles,Idling Time (min),Seatbelt Status,Proximity Alert,Safety Alert Triggered,Incident Logged
2025-05-05 08:00:00,LOD001,Loader,OP1004,1476.0,3.4,10,40,Fastened,No,No,No
2025-05-05 08:00:00,LOD002,Loader,OP1006,1577.2,1.6,5,35,Unfastened,No,Yes,No
2025-05-05 10:00:00,EXC001,Excavator,OP1002,1557.4,5.4,5,15,Unfastened,No,Yes,Yes
2025-05-05 10:00:00,EXC002,Excavator,OP1001,1435.5,4.7,10,50,Fastened,No,Yes,Yes
2025-05-05 10:00:00,LOD002,Loader,OP1006,1580.9,2.2,15,40,Fastened,No,No,No
2025-05-05 12:00:00,EXC001,Excavator,OP1002,1559.4,2.3,5,15,Fastened,No,No,No
2025-05-05 12:00:00,EXC002,Excavator,OP1001,1439.9,2.7,5,20,Fastened,No,No,No
2025-05-05 12:00:00,EXC003,Excavator,OP1006,1488.4,3.9,12,5,Fastened,No,No,No
2025-05-05 12:00:00,LOD001,Loader,OP1004,1479.4,2.6,0,5,Fastened,No,No,No
2025-05-05 14:00:00,EXC001,Excavator,OP1002,1555.3,6.1,5,40,Fastened,No,No,No
2025-05-05 14:00:00,EXC002,Excavator,OP1001,1437.4,5.6,12,55,Fastened,No,Yes,No
2025-05-05 14:00:00,EXC003,Excavator,OP1006,1487.2,6.6,15,25,Unfastened,No,Yes,No
2025-05-05 14:00:00,LOD001,Loader,OP1004,1481.8,2.7,10,40,Fastened,No,No,No
2025-05-05 14:00:00,LOD002,Loader,OP1006,1578.4,5.3,10,0,Fastened,No,No,No
2025-05-06 08:00:00,EXC001,Excavator,OP1003,1560.4,3.8,8,20,Fastened,No,No,No
2025-05-06 08:00:00,EXC002,Excavator,OP1001,1447.4,4.3,2,10,Fastened,No,No,No
2025-05-06 08:00:00,LOD001,Loader,OP1006,1487.7,3.1,8,10,Fastened,No,No,No
2025-05-06 10:00:00,EXC001,Excavator,OP1003,1565.8,5.8,8,45,Fastened,No,Yes,Yes
2025-05-06 10:00:00,EXC002,Excavator,OP1001,1445.0,3.5,5,10,Fastened,No,No,No
2025-05-06 10:00:00,EXC003,Excavator,OP1002,1496.3,2.8,10,15,Fastened,No,No,No
2025-05-06 10:00:00,LOD001,Loader,OP1006,1484.6,3.0,10,40,Fastened,No,No,No
2025-05-06 10:00:00,LOD002,Loader,OP1001,1584.2,5.0,1,5,Fastened,No,No,No
2025-05-06 12:00:00,EXC001,Excavator,OP1003,1562.5,2.3,2,25,Fastened,No,No,No
2025-05-06 12:00:00,EXC002,Excavator,OP1001,1442.8,4.6,10,15,Fastened,No,No,No
2025-05-06 12:00:00,EXC003,Excavator,OP1002,1494.5,4.5,5,60,Fastened,No,Yes,No
2025-05-06 12:00:00,LOD001,Loader,OP1006,1488.8,1.8,5,55,Fastened,No,Yes,Yes
2025-05-06 12:00:00,LOD002,Loader,OP1001,1583.0,2.5,1,55,Fastened,No,Yes,No
2025-05-06 14:00:00,EXC003,Excavator,OP1002,1492.6,1.6,5,15,Fastened,No,No,No
2025-05-06 14:00:00,LOD002,Loader,OP1001,1587.7,2.2,12,30,Fastened,No,No,No
2025-05-07 08:00:00,EXC002,Excavator,OP1003,1453.3,6.5,12,0,Fastened,No,No,No
2025-05-07 08:00:00,EXC003,Excavator,OP1003,1503.9,5.7,2,25,Fastened,No,No,No
2025-05-07 08:00:00,LOD002,Loader,OP1004,1591.3,3.1,12,20,Fastened,No,No,No
2025-05-07 10:00:00,EXC001,Excavator,OP1005,1568.7,5.7,10,10,Fastened,No,No,No
2025-05-07 10:00:00,EXC003,Excavator,OP1003,1501.5,6.2,10,0,Fastened,No,No,No
2025-05-07 10:00:00,LOD001,Loader,OP1005,1495.8,2.1,12,50,Fastened,Yes,Yes,No
2025-05-07 12:00:00,EXC001,Excavator,OP1005,1571.1,2.4,8,35,Fastened,Yes,Yes,Yes
2025-05-07 12:00:00,EXC002,Excavator,OP1003,1456.2,4.6,5,5,Fastened,No,No,No
2025-05-07 12:00:00,LOD001,Loader,OP1005,1494.2,4.2,10,15,Fastened,Yes,Yes,Yes
2025-05-07 12:00:00,LOD002,Loader,OP1004,1594.3,5.4,5,0,Fastened,No,No,No
2025-05-07 14:00:00,EXC001,Excavator,OP1005,1567.5,4.7,8,25,Fastened,No,No,No
2025-05-07 14:00:00,EXC002,Excavator,OP1003,1450.7,5.8,10,30,Unfastened,No,Yes,No
2025-05-07 14:00:00,EXC003,Excavator,OP1003,1498.8,6.4,10,30,Fastened,No,No,No
2025-05-07 14:00:00,LOD001,Loader,OP1005,1492.2,4.1,8,15,Fastened,No,No,No
2025-05-07 14:00:00,LOD002,Loader,OP1004,1590.0,4.9,8,20,Fastened,No,No,No
2025-05-08 08:00:00,EXC001,Excavator,OP1001,1574.9,4.5,8,55,Fastened,No,Yes,No
2025-05-08 08:00:00,EXC002,Excavator,OP1003,1460.0,5.3,10,10,Fastened,Yes,Yes,No
2025-05-08 08:00:00,EXC003,Excavator,OP1004,1507.1,6.3,8,25,Fastened,No,No,No
2025-05-08 08:00:00,LOD001,Loader,OP1004,1497.4,5.3,5,10,Fastened,No,No,No
2025-05-08 08:00:00,LOD002,Loader,OP1002,1599.4,4.0,10,50,Fastened,No,Yes,No
2025-05-08 10:00:00,EXC002,Excavator,OP1003,1462.8,6.0,8,30,Fastened,No,No,No
2025-05-08 10:00:00,EXC003,Excavator,OP1004,1511.7,6.2,12,50,Fastened,No,Yes,No
2025-05-08 10:00:00,LOD002,Loader,OP1002,1596.8,3.6,10,20,Fastened,No,No,No
2025-05-08 12:00:00,EXC001,Excavator,OP1001,1576.6,5.8,8,55,Fastened,No,Yes,Yes
2025-05-08 12:00:00,LOD001,Loader,OP1004,1500.3,5.4,2,5,Fastened,Yes,Yes,No
2025-05-08 12:00:00,LOD002,Loader,OP1002,1600.6,6.7,15,10,Unfastened,No,Yes,No
2025-05-08 14:00:00,EXC001,Excavator,OP1001,1573.3,5.4,8,10,Fastened,No,No,No
2025-05-08 14:00:00,EXC002,Excavator,OP1003,1458.5,3.4,10,25,Fastened,No,No,No
2025-05-08 14:00:00,EXC003,Excavator,OP1004,1509.1,5.1,2,20,Unfastened,No,Yes,No
2025-05-08 14:00:00,LOD001,Loader,OP1004,1501.4,3.5,8,10,Fastened,No,No,No
2025-05-09 08:00:00,EXC002,Excavator,OP1002,1470.5,6.8,8,50,Fastened,No,Yes,No
2025-05-09 08:00:00,LOD001,Loader,OP1006,1506.2,4.1,10,30,Fastened,Yes,Yes,Yes
2025-05-09 08:00:00,LOD002,Loader,OP1006,1607.9,1.8,5,60,Unfastened,No,Yes,Yes
2025-05-09 10:00:00,EXC001,Excavator,OP1003,1577.9,3.6,8,10,Fastened,Yes,Yes,No
2025-05-09 10:00:00,EXC003,Excavator,OP1004,1519.1,2.2,8,40,Fastened,No,No,No
2025-05-09 12:00:00,EXC001,Excavator,OP1003,1583.0,6.5,12,10,Fastened,No,No,No
2025-05-09 12:00:00,EXC002,Excavator,OP1002,1465.4,6.5,10,10,Fastened,No,No,No
2025-05-09 12:00:00,EXC003,Excavator,OP1004,1514.7,4.1,1,40,Fastened,No,No,No
2025-05-09 12:00:00,LOD001,Loader,OP1006,1503.6,4.9,15,15,Fastened,No,No,No
2025-05-09 12:00:00,LOD002,Loader,OP1006,1605.3,3.9,5,15,Unfastened,No,Yes,No
2025-05-09 14:00:00,EXC001,Excavator,OP1003,1579.9,1.5,12,40,Unfastened,No,Yes,No
2025-05-09 14:00:00,EXC002,Excavator,OP1002,1468.2,2.0,5,40,Fastened,No,No,No
2025-05-09 14:00:00,EXC003,Excavator,OP1004,1517.4,3.7,12,25,Fastened,No,No,No
2025-05-09 14:00:00,LOD001,Loader,OP1006,1509.7,2.1,5,25,Fastened,No,No,No
2025-05-09 14:00:00,LOD002,Loader,OP1006,1603.8,5.1,12,30,Unfastened,No,Yes,No
2025-05-10 08:00:00,EXC001,Excavator,OP1002,1584.6,2.2,10,0,Fastened,No,No,No
2025-05-10 08:00:00,EXC002,Excavator,OP1002,1474.1,4.8,8,10,Fastened,No,No,No
2025-05-10 08:00:00,EXC003,Excavator,OP1004,1525.1,5.4,12,30,Fastened,No,No,No
2025-05-10 08:00:00,LOD001,Loader,OP1002,1515.4,5.6,8,5,Fastened,No,No,No
2025-05-10 08:00:00,LOD002,Loader,OP1005,1613.6,4.6,2,10,Fastened,No,No,No
2025-05-10 10:00:00,EXC001,Excavator,OP1002,1587.5,2.2,5,5,Fastened,Yes,Yes,Yes
2025-05-10 10:00:00,LOD001,Loader,OP1002,1513.3,6.7,10,20,Fastened,No,No,No
2025-05-10 12:00:00,EXC002,Excavator,OP1002,1472.2,2.2,8,5,Fastened,No,No,No
2025-05-10 12:00:00,EXC003,Excavator,OP1004,1523.9,4.5,5,60,Fastened,No,Yes,No
2025-05-10 12:00:00,LOD002,Loader,OP1005,1609.9,6.3,15,20,Unfastened,Yes,Yes,Yes
2025-05-10 14:00:00,EXC001,Excavator,OP1002,1586.1,6.3,5,5,Unfastened,Yes,Yes,No
2025-05-10 14:00:00,EXC002,Excavator,OP1002,1477.4,5.1,5,30,Fastened,No,No,No
2025-05-10 14:00:00,EXC003,Excavator,OP1004,1521.3,6.5,1,0,Fastened,Yes,Yes,Yes
2025-05-10 14:00:00,LOD001,Loader,OP1002,1511.7,6.1,8,40,Fastened,No,No,No
2025-05-10 14:00:00,LOD002,Loader,OP1005,1611.7,2.1,8,5,Fastened,No,No,No
2025-05-11 08:00:00,EXC001,Excavator,OP1005,1588.6,3.0,12,55,Fastened,No,Yes,Yes
2025-05-11 08:00:00,EXC002,Excavator,OP1002,1485.7,1.7,8,30,Fastened,No,No,No
2025-05-11 08:00:00,LOD001,Loader,OP1001,1518.1,3.9,8,0,Unfastened,No,Yes,Yes
2025-05-11 08:00:00,LOD002,Loader,OP1003,1617.9,4.2,12,40,Fastened,No,No,No
2025-05-11 10:00:00,EXC001,Excavator,OP1005,1593.3,2.4,5,15,Unfastened,No,Yes,No
2025-05-11 10:00:00,EXC002,Excavator,OP1002,1480.1,3.0,10,20,Fastened,No,No,No
2025-05-11 10:00:00,EXC003,Excavator,OP1002,1526.9,1.5,10,5,Fastened,No,No,No
2025-05-11 10:00:00,LOD001,Loader,OP1001,1521.0,1.9,10,25,Fastened,No,No,No
2025-05-11 10:00:00,LOD002,Loader,OP1003,1615.0,2.6,10,40,Fastened,No,No,No
2025-05-11 12:00:00,EXC001,Excavator,OP1005,1591.2,1.9,10,60,Fastened,No,Yes,No
2025-05-11 12:00:00,EXC002,Excavator,OP1002,1483.0,2.1,8,10,Fastened,No,No,No
2025-05-11 12:00:00,EXC003,Excavator,OP1002,1532.5,6.2,10,25,Fastened,No,No,No
2025-05-11 12:00:00,LOD002,Loader,OP1003,1620.3,5.0,10,50,Fastened,No,Yes,Yes
2025-05-11 14:00:00,EXC003,Excavator,OP1002,1529.2,6.1,12,0,Unfastened,Yes,Yes,Yes
2025-05-11 14:00:00,LOD001,Loader,OP1001,1516.8,6.7,8,35,Fastened,No,No,No
2025-05-12 08:00:00,EXC001,Excavator,OP1004,1601.2,5.6,0,50,Fastened,No,Yes,No
2025-05-12 08:00:00,EXC002,Excavator,OP1005,1488.6,3.9,8,25,Fastened,No,No,No
2025-05-12 08:00:00,EXC003,Excavator,OP1001,1535.6,3.4,15,35,Fastened,No,No,No
2025-05-12 08:00:00,LOD001,Loader,OP1006,1523.3,1.6,5,55,Fastened,No,Yes,Yes
2025-05-12 10:00:00,EXC001,Excavator,OP1004,1597.8,6.9,1,30,Fastened,No,No,No
2025-05-12 10:00:00,EXC002,Excavator,OP1005,1487.0,6.4,5,35,Fastened,No,No,No
2025-05-12 10:00:00,EXC003,Excavator,OP1001,1538.9,3.2,8,40,Fastened,No,No,No
2025-05-12 10:00:00,LOD001,Loader,OP1006,1529.6,4.4,10,50,Fastened,No,Yes,Yes
2025-05-12 10:00:00,LOD002,Loader,OP1002,1621.4,3.5,10,60,Fastened,No,Yes,No
2025-05-12 12:00:00,EXC001,Excavator,OP1004,1595.2,1.9,8,0,Fastened,No,No,No
2025-05-12 12:00:00,EXC003,Excavator,OP1001,1534.2,5.5,10,50,Unfastened,No,Yes,No
2025-05-12 12:00:00,LOD001,Loader,OP1006,1526.8,2.4,5,40,Fastened,No,No,No
2025-05-12 12:00:00,LOD002,Loader,OP1002,1623.0,2.8,15,40,Unfastened,No,Yes,No
2025-05-12 14:00:00,EXC002,Excavator,OP1005,1490.3,3.7,5,30,Fastened,No,No,No
2025-05-12 14:00:00,LOD002,Loader,OP1002,1625.4,3.9,12,40,Fastened,No,No,No
2025-05-13 08:00:00,EXC001,Excavator,OP1002,1606.9,6.5,12,50,Unfastened,No,Yes,No
2025-05-13 08:00:00,EXC002,Excavator,OP1003,1494.9,1.9,5,45,Fastened,No,Yes,No
2025-05-13 08:00:00,EXC003,Excavator,OP1001,1542.4,4.4,10,25,Fastened,No,No,No
2025-05-13 08:00:00,LOD001,Loader,OP1003,1531.6,4.1,10,60,Fastened,Yes,Yes,No
2025-05-13 08:00:00,LOD002,Loader,OP1006,1631.0,3.5,12,50,Fastened,No,Yes,No
2025-05-13 10:00:00,EXC001,Excavator,OP1002,1604.4,1.8,8,15,Unfastened,No,Yes,No
2025-05-13 10:00:00,EXC002,Excavator,OP1003,1492.2,1.7,15,45,Fastened,No,Yes,Yes
2025-05-13 10:00:00,EXC003,Excavator,OP1001,1543.4,3.4,10,5,Fastened,No,No,No
2025-05-13 12:00:00,EXC001,Excavator,OP1002,1605.7,2.0,2,20,Fastened,No,No,No
2025-05-13 12:00:00,EXC003,Excavator,OP1001,1540.2,2.8,10,30,Fastened,No,No,No
2025-05-13 12:00:00,LOD001,Loader,OP1003,1533.5,5.5,10,40,Fastened,No,No,No
2025-05-13 12:00:00,LOD002,Loader,OP1006,1629.5,6.6,8,60,Fastened,No,Yes,No
2025-05-13 14:00:00,EXC002,Excavator,OP1003,1493.9,6.1,10,5,Fastened,No,No,No
2025-05-13 14:00:00,LOD001,Loader,OP1003,1534.6,4.5,12,5,Fastened,No,No,No
2025-05-13 14:00:00,LOD002,Loader,OP1006,1628.4,1.8,12,20,Fastened,Yes,Yes,Yes
2025-05-14 08:00:00,LOD001,Loader,OP1004,1540.8,3.3,5,0,Fastened,No,No,No
2025-05-14 08:00:00,LOD002,Loader,OP1001,1636.5,2.0,5,60,Fastened,No,Yes,No
2025-05-14 10:00:00,EXC001,Excavator,OP1004,1611.5,4.8,12,25,Fastened,No,No,No
2025-05-14 10:00:00,EXC002,Excavator,OP1001,1500.7,1.9,12,15,Fastened,No,No,No
2025-05-14 10:00:00,EXC003,Excavator,OP1005,1546.8,3.5,12,25,Fastened,No,No,No
2025-05-14 10:00:00,LOD001,Loader,OP1004,1537.7,4.0,12,20,Fastened,No,No,No
2025-05-14 10:00:00,LOD002,Loader,OP1001,1634.0,1.6,10,15,Fastened,No,No,No
2025-05-14 12:00:00,EXC001,Excavator,OP1004,1614.2,3.2,10,20,Fastened,No,No,No
2025-05-14 12:00:00,EXC002,Excavator,OP1001,1496.6,6.9,15,0,Fastened,No,No,No
2025-05-14 12:00:00,EXC003,Excavator,OP1005,1549.4,2.9,2,40,Fastened,No,No,No
2025-05-14 12:00:00,LOD001,Loader,OP1004,1543.9,5.4,15,30,Fastened,No,No,No
2025-05-14 12:00:00,LOD002,Loader,OP1001,1639.6,1.9,15,30,Fastened,No,No,No
2025-05-14 14:00:00,EXC001,Excavator,OP1004,1610.3,4.2,8,55,Fastened,No,Yes,No
2025-05-14 14:00:00,EXC002,Excavator,OP1001,1499.6,5.2,15,5,Fastened,No,No,No
2025-05-14 14:00:00,EXC003,Excavator,OP1005,1551.8,2.9,5,20,Unfastened,No,Yes,No
